IdentityFolder,Type,Image,Confidence,Status
ID000323_Sarah-Michelle-Gellar,Real,01.jpg,1.0000,KEPT
ID000323_Sarah-Michelle-Gellar,Real,02.jpg,0.9997,KEPT
ID000323_Sarah-Michelle-Gellar,Fake,02.jpg,1.0000,KEPT
ID000326_Seerna-William,Real,01.jpg,1.0000,KEPT
ID000326_Seerna-William,Fake,1.png,1.0000,KEPT
ID000327_Selena-Gomez,Real,01.jpg,0.9998,KEPT
ID000327_Selena-Gomez,Real,02.jpg,0.9998,KEPT
ID000327_Selena-Gomez,Real,03.jpg,0.9994,KEPT
ID000327_Selena-Gomez,Fake,01.png,1.0000,KEPT
ID000327_Selena-Gomez,Fake,05.jpg,0.9999,KEPT
ID000329_Shai-Hope,Real,01.jpg,1.0000,KEPT
ID000329_Shai-Hope,Real,02.png,0.9999,KEPT
ID000329_Shai-Hope,Real,03.jpg,1.0000,KEPT
ID000329_Shai-Hope,Fake,1.png,1.0000,KEPT
ID000330_Shakira-Isabel-Mebarak-Ripoll,Real,01.jpg,1.0000,KEPT
ID000330_Shakira-Isabel-Mebarak-Ripoll,Real,02.jpg,0.9990,KEPT
ID000330_Shakira-Isabel-Mebarak-Ripoll,Real,03.jpg,0.9365,DISCARDED_LOW_CONFIDENCE
ID000330_Shakira-Isabel-Mebarak-Ripoll,Fake,04.png,0.9992,KEPT
ID000333_Shohei-Ohtani,Real,01.jpg,1.0000,KEPT
ID000333_Shohei-Ohtani,Fake,04.png,1.0000,KEPT
ID000334_Shreya-GhoshalI,Real,01.jpg,1.0000,KEPT
ID000334_Shreya-GhoshalI,Real,02.jpg,0.9897,KEPT
ID000334_Shreya-GhoshalI,Real,03.jpg,0.9998,KEPT
ID000334_Shreya-GhoshalI,Fake,05.png,1.0000,KEPT
ID000335_Shubman-Gill,Real,01.jpg,1.0000,KEPT
ID000335_Shubman-Gill,Real,02.png,0.9999,KEPT
ID000335_Shubman-Gill,Real,03.webp,0.9999,KEPT
ID000335_Shubman-Gill,Fake,1.jpg,1.0000,KEPT
ID000335_Shubman-Gill,Fake,2.jpg,0.9992,KEPT
ID000336_Sigourney-Weaver,Real,01.jpg,1.0000,KEPT
ID000336_Sigourney-Weaver,Real,02.jpg,0.9998,KEPT
ID000336_Sigourney-Weaver,Fake,01.jpg,1.0000,KEPT
ID000336_Sigourney-Weaver,Fake,02.jpg,1.0000,KEPT
ID000338_Song-Hye-Kyo,Real,01.jpg,0.9968,KEPT
ID000338_Song-Hye-Kyo,Real,02.jpg,0.9999,KEPT
ID000338_Song-Hye-Kyo,Fake,02.jpg,0.9999,KEPT
ID000341_Steven-Seagal,Real,01.jpg,1.0000,KEPT
ID000341_Steven-Seagal,Real,02.jpg,1.0000,KEPT
ID000341_Steven-Seagal,Fake,01.jpg,0.9999,KEPT
ID000341_Steven-Seagal,Fake,02.jpg,0.9999,KEPT
ID000341_Steven-Seagal,Fake,03.jpg,0.9986,KEPT
ID000343_Susan-Sarandon,Real,01.jpg,0.9991,KEPT
ID000343_Susan-Sarandon,Fake,03.jpg,0.9995,KEPT
ID000344_Sydney-Sweeney,Real,01.jpg,0.9999,KEPT
ID000344_Sydney-Sweeney,Real,02.jpg,0.9839,KEPT
ID000344_Sydney-Sweeney,Fake,04.jpg,0.9946,KEPT
ID000344_Sydney-Sweeney,Fake,06.png,1.0000,KEPT
ID000345_Sylvester-Stallone,Real,01.jpg,0.9999,KEPT
ID000345_Sylvester-Stallone,Real,02.jpg,0.9988,KEPT
ID000345_Sylvester-Stallone,Fake,05.jpg,0.9997,KEPT
ID000346_Taeyeon,Real,01.jpg,0.9988,KEPT
ID000346_Taeyeon,Fake,03.jpg,0.9999,KEPT
ID000347_Tate-McRae,Real,01.jpg,0.9999,KEPT
ID000347_Tate-McRae,Fake,04.png,0.9999,KEPT
ID000349_Thomas-Jeffrey-Hanks,Real,01.jpg,0.9988,KEPT
ID000349_Thomas-Jeffrey-Hanks,Real,02.jpg,0.9990,KEPT
ID000349_Thomas-Jeffrey-Hanks,Fake,05.jpg,0.9999,KEPT
ID000349_Thomas-Jeffrey-Hanks,Fake,05.png,0.9998,KEPT
ID000350_Tian-Xi-Wei,Real,01.jpg,1.0000,KEPT
ID000350_Tian-Xi-Wei,Fake,01.png,0.9999,KEPT
ID000352_Tim-Curry,Real,01.jpg,1.0000,KEPT
ID000352_Tim-Curry,Real,02.jpg,0.9974,KEPT
ID000352_Tim-Curry,Fake,04.jpg,1.0000,KEPT
ID000354_Timothée-Chalamet,Real,01.jpg,1.0000,KEPT
ID000354_Timothée-Chalamet,Real,02.jpg,1.0000,KEPT
ID000354_Timothée-Chalamet,Real,03.jpg,0.9992,KEPT
ID000354_Timothée-Chalamet,Fake,05.png,1.0000,KEPT
ID000357_Tom-Hardy,Real,01.jpg,0.9999,KEPT
ID000357_Tom-Hardy,Fake,02.jpg,1.0000,KEPT
ID000358_Tony-Leung-Chiu-Wai,Real,01.jpg,0.9982,KEPT
ID000358_Tony-Leung-Chiu-Wai,Real,02.jpg,0.9999,KEPT
ID000358_Tony-Leung-Chiu-Wai,Real,03.jpg,1.0000,KEPT
ID000358_Tony-Leung-Chiu-Wai,Fake,01.jpg,0.9985,KEPT
ID000358_Tony-Leung-Chiu-Wai,Fake,02.jpg,0.9997,KEPT
ID000359_V-BTS,Real,01.jpg,0.9993,KEPT
ID000359_V-BTS,Real,02.jpg,1.0000,KEPT
ID000359_V-BTS,Fake,01.jpg,0.9995,KEPT
ID000359_V-BTS,Fake,03.jpg,1.0000,KEPT
ID000360_Vera-Farmiga,Real,01.jpg,0.9999,KEPT
ID000360_Vera-Farmiga,Real,02.jpg,0.9963,KEPT
ID000360_Vera-Farmiga,Fake,01.jpg,1.0000,KEPT
ID000360_Vera-Farmiga,Fake,02.jpg,1.0000,KEPT
ID000362_Vin-Diesel,Real,01.jpg,1.0000,KEPT
ID000362_Vin-Diesel,Real,02.jpg,1.0000,KEPT
ID000362_Vin-Diesel,Fake,02.jpg,0.9999,KEPT
ID000363_Vladimir-Vladimirovich-Putin-i,Real,01.jpg,0.9980,KEPT
ID000363_Vladimir-Vladimirovich-Putin-i,Real,02.jpg,1.0000,KEPT
ID000363_Vladimir-Vladimirovich-Putin-i,Fake,04.jpg,1.0000,KEPT
ID000365_Walter-Matthau,Real,01.jpg,0.9999,KEPT
ID000365_Walter-Matthau,Real,02.jpg,1.0000,KEPT
ID000365_Walter-Matthau,Fake,01.png,0.9999,KEPT
ID000365_Walter-Matthau,Fake,02.png,0.9998,KEPT
ID000366_Will-Ferrell,Real,01.jpg,0.9993,KEPT
ID000366_Will-Ferrell,Real,02.jpg,0.9999,KEPT
ID000366_Will-Ferrell,Fake,04.jpg,1.0000,KEPT
ID000367_Will-Smith,Real,01.jpg,1.0000,KEPT
ID000367_Will-Smith,Real,02.jpg,0.9999,KEPT
ID000367_Will-Smith,Real,03.jpg,0.9999,KEPT
ID000367_Will-Smith,Fake,03.jpg,1.0000,KEPT
ID000367_Will-Smith,Fake,04.jpg,0.9975,KEPT
ID000368_William,Real,01.jpg,0.9999,KEPT
ID000368_William,Real,02.jpg,0.9998,KEPT
ID000368_William,Fake,02.jpg,0.9998,KEPT
ID000369_William-Shatner,Real,01.jpg,0.9992,KEPT
ID000369_William-Shatner,Real,02.jpg,1.0000,KEPT
ID000369_William-Shatner,Fake,02.jpg,0.9997,KEPT
ID000371_Woody-Allen,Real,01.jpg,0.9999,KEPT
ID000371_Woody-Allen,Fake,01.jpg,0.9999,KEPT
ID000372_XI-Jinping,Real,01.jpg,0.9994,KEPT
ID000372_XI-Jinping,Real,02.jpg,1.0000,KEPT
ID000372_XI-Jinping,Fake,01.jpg,0.9999,KEPT
ID000372_XI-Jinping,Fake,02.jpg,1.0000,KEPT
ID000372_XI-Jinping,Fake,03.png,1.0000,KEPT
ID000373_Xiao-Zhan,Real,01.jpg,1.0000,KEPT
ID000373_Xiao-Zhan,Real,02.jpg,1.0000,KEPT
ID000373_Xiao-Zhan,Real,03.jpg,1.0000,KEPT
ID000373_Xiao-Zhan,Fake,03.jpg,1.0000,KEPT
ID000376_aane-Hathaway,Real,01.jpg,0.9996,KEPT
ID000376_aane-Hathaway,Real,02.jpg,1.0000,KEPT
ID000376_aane-Hathaway,Fake,02.jpg,0.9981,KEPT
ID000376_aane-Hathaway,Fake,03.jpg,1.0000,KEPT
ID000377_angela-merkel,Real,01.jpg,1.0000,KEPT
ID000377_angela-merkel,Real,02.jpg,0.9994,KEPT
ID000377_angela-merkel,Fake,01.jpg,1.0000,KEPT
ID000379_denzel-washington,Real,01.jpg,1.0000,KEPT
ID000379_denzel-washington,Fake,03.jpg,1.0000,KEPT
ID000380_dua-lipa,Real,01.jpg,0.9981,KEPT
ID000380_dua-lipa,Fake,02.jpg,0.9997,KEPT
ID000381_ema-watson,Real,01.jpg,0.9988,KEPT
ID000381_ema-watson,Fake,01.png,1.0000,KEPT
ID000381_ema-watson,Fake,02.png,0.9999,KEPT
ID000381_ema-watson,Fake,03.jpg,1.0000,KEPT
ID000382_florence-pugh,Real,01.jpg,0.9999,KEPT
ID000382_florence-pugh,Real,02.jpg,0.9986,KEPT
ID000382_florence-pugh,Real,03.jpg,1.0000,KEPT
ID000382_florence-pugh,Fake,02.png,0.9997,KEPT
ID000382_florence-pugh,Fake,03.jpg,1.0000,KEPT
ID000383_keiko-kitagawa,Real,01.jpg,0.9992,KEPT
ID000383_keiko-kitagawa,Real,02.jpg,0.9999,KEPT
ID000383_keiko-kitagawa,Real,03.jpg,0.9991,KEPT
ID000383_keiko-kitagawa,Fake,03.jpg,1.0000,KEPT
ID000384_kriti-sanon,Real,01.jpg,0.9979,KEPT
ID000384_kriti-sanon,Fake,01.jpg,1.0000,KEPT
ID000386_meryl-streep,Real,01.jpg,1.0000,KEPT
ID000386_meryl-streep,Fake,01.jpg,1.0000,KEPT
ID000386_meryl-streep,Fake,02.png,0.9997,KEPT
ID000387_mr-beast,Real,01.jpg,0.9993,KEPT
ID000387_mr-beast,Real,02.jpg,0.9998,KEPT
ID000387_mr-beast,Fake,03.jpg,0.9999,KEPT
ID000387_mr-beast,Fake,05.png,0.9999,KEPT
ID000388_mukesh-ambani,Real,01.jpg,1.0000,KEPT
ID000388_mukesh-ambani,Fake,81.png,1.0000,KEPT
ID000389_narendra-modi,Real,01.jpg,1.0000,KEPT
ID000389_narendra-modi,Real,02.jpg,0.9999,KEPT
ID000389_narendra-modi,Real,03.jpg,0.9999,KEPT
ID000389_narendra-modi,Fake,01.png,0.9999,KEPT
ID000389_narendra-modi,Fake,02.jpg,1.0000,KEPT
ID000389_narendra-modi,Fake,63.png,1.0000,KEPT
ID000390_riya-ulan,Real,01 (2).png,0.9993,KEPT
ID000390_riya-ulan,Fake,01.png,1.0000,KEPT
ID000390_riya-ulan,Fake,120.png,0.9959,KEPT
ID000391_sally-bundock,Real,01.jpg,0.9998,KEPT
ID000391_sally-bundock,Real,02.jpg,0.9999,KEPT
ID000391_sally-bundock,Fake,02.png,0.9999,KEPT
ID000392_salman-khan,Real,01.jpg,0.9999,KEPT
ID000392_salman-khan,Real,02.jpg,0.9996,KEPT
ID000392_salman-khan,Fake,02.jpg,1.0000,KEPT
ID000395_tom-holland,Real,01.jpg,1.0000,KEPT
ID000395_tom-holland,Real,02.jpg,0.9984,KEPT
ID000395_tom-holland,Real,03.jpg,1.0000,KEPT
ID000395_tom-holland,Fake,01.jpg,0.9998,KEPT
ID000395_tom-holland,Fake,02.jpg,0.9999,KEPT
ID000396_virat-kohli,Real,01.jpg,1.0000,KEPT
ID000396_virat-kohli,Real,02.webp,1.0000,KEPT
ID000396_virat-kohli,Fake,02.png,0.9998,KEPT
ID000396_virat-kohli,Fake,04.jpg,1.0000,KEPT
ID000397_Álvaro-Morte,Real,01.jpg,0.9990,KEPT
ID000397_Álvaro-Morte,Real,02.jpg,1.0000,KEPT
ID000397_Álvaro-Morte,Real,03.jpg,1.0000,KEPT
ID000397_Álvaro-Morte,Fake,01.png,1.0000,KEPT
ID000397_Álvaro-Morte,Fake,02.png,1.0000,KEPT
ID000398_úrsula-corberó,Real,01.jpg,0.9954,KEPT
ID000398_úrsula-corberó,Fake,Úrsula Corberó money heist.png,0.9997,KEPT
